round	text_id	DQQ0	DQQ1	DQQ2	Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8	Q0	annotator_id
round1	V5_49	1	4	4	2	4	4	4.0	4	4	4.0	2	3	21
round2	V1_40	1	4	2	2	0	0	0.0	0	4	4.0	2	3	13
round2	V2_40	1	3	1	1	3	4	3.0	2	4	3.0	1	3	13
round2	V3_40	1	4	1	1	2	4	2.0	2	4	4.0	2	3	13
round2	V4_40	1	4	2	2	2	4	2.0	2	4	4.0	2	3	13
round2	V5_40	1	2	1	1	2	2	1.0	2	4	3.0	1	2	13
round2	V1_41	1	4	4	4	0	0	0.0	0	4	4.0	2	4	15
round2	V2_41	1	4	4	3	4	4	4.0	4	4	4.0	2	3	15
round2	V3_41	1	4	4	3	3	4	3.0	3	4	4.0	2	3	15
round2	V4_41	1	4	4	4	4	4	4.0	4	4	4.0	2	4	15
round2	V5_41	1	3	3	3	4	4	4.0	4	4	4.0	3	3	15
round2	V1_42	1	4	3	3	0	0	0.0	0	3	4.0	3	4	16
round2	V2_42	1	3	3	3	3	3	3.0	3	3	3.0	2	3	16
round2	V3_42	1	4	3	3	3	2	3.0	3	3	2.0	2	3	16
round2	V4_42	1	2	3	2	3	2	3.0	3	3	3.0	3	2	16
round2	V5_42	1	2	2	2	4	4	4.0	3	4	4.0	3	3	16
round2	V1_43	1	2	3	3	0	0	0.0	0	3	3.0	3	2	17
round2	V2_43	1	3	4	3	3	4	3.0	3	3	3.0	2	3	17
round2	V3_43	1	3	3	3	2	3	2.0	3	4	2.0	3	2	17
round2	V4_43	1	2	3	3	2	2	2.0	1	2	1.0	3	3	17
round2	V5_43	1	2	3	1	2	3	2.0	2	2	1.0	1	2	17
round2	V1_44	1	4	4	4	0	0	0.0	0	4	4.0	0	4	18
round2	V2_44	1	3	3	4	3	3	3.0	3	4	3.0	2	3	18
round2	V3_44	1	4	4	3	3	3	4.0	3	4	4.0	2	3	18
round2	V4_44	1	4	3	3	4	4	4.0	4	4	4.0	2	4	18
round2	V5_44	1	4	3	4	3	3	3.0	3	4	4.0	2	4	18
round2	V1_45	1	4	4	4	0	0	0.0	0	4	4.0	2	3	4
round2	V2_45	1	4	4	4	3	4	3.0	4	4	4.0	2	3	22
round2	V3_45	1	3	3	4	4	1	1.0	3	4	4.0	2	4	22
round2	V4_45	1	3	4	3	4	1	1.0	3	4	4.0	2	3	22
round2	V5_45	1	3	4	3	4	3		3	4	3.0	0	4	22
round2	V1_46	1	4	4	4	0	0	0.0	0	4	4.0	2	4	23
round2	V2_46	1	3	3	3	2	3	3.0	3	4	3.0	2	3	23
round2	V3_46	1	4	4	4	3	3	3.0	3	4	3.0	2	4	23
round2	V4_46	1	3	3	3	2	3	3.0	3	4	3.0	3	3	23
round2	V5_46	1	3	3	3	3	3	3.0	4	4	4.0	3	3	23
round2	V1_47	1	4	2	3	0	0	0.0	0	3	4.0	1	2	6
round2	V2_47	1	4	3	3	3	3	4.0	3	4	4.0	2	3	6
round2	V3_47	1	4	2	4	4	4	4.0	4	4	4.0	2	4	6
round2	V4_47	1	4	3	3	4	4	4.0	3	4	4.0	3	1	6
round2	V5_47	1	4	2	3	4	4	3.0	2	4	4.0	3	2	6
round2	V1_48	1	4	3	3	0	0	0.0	0	3	3.0	2	4	7
round2	V2_48	1	3	2	3	3	2	2.0	3	2	3.0	3	2	7
round2	V3_48	1	3	4	3	4	3	4.0	4	3	3.0	3	3	7
round2	V4_48	1	2	1	2	2	2	2.0	3	2	4.0	3	2	7
round2	V5_48	1	4	3	3	3	3	2.0	2	4	4.0	3	3	7
round2	V1_49	1	4	3	3	0	0	0.0	0	4	4.0	2	3	0
round2	V2_49	1	4	3	3	4	4	3.0	3	3	4.0	2	4	0
round2	V3_49	1	4	4	3	4	4	4.0	3	4	3.0	2	4	0
round2	V4_49	1	3	3	3	2	2	3.0	2	3	2.0	2	3	0
round2	V5_49	1	4	3	3	4	4	4.0	4	4	4.0	3	3	0
round3	V1_40	1	4	4	4	0	0	0.0	0	4	4.0	2	4	23
round3	V2_40	1	3	4	4	3	3	3.0	2	4	2.0	1	3	23
round3	V3_40	1	3	3	3	3	3	3.0	2	4	3.0	1	3	23
round3	V4_40	1	3	3	3	3	3	3.0	2	4	3.0	2	3	23
round3	V5_40	1	3	3	3	3	3	3.0	2	4	3.0	2	3	23
round3	V1_41	1	4	3	3	0	0	0.0	0	4	4.0	2	2	4
round3	V2_41	1	4	4	4	4	4	3.0	3	3	3.0	2	3	4
round3	V3_41	1	4	4	4	3	4	2.0	3	4	4.0	2	3	4
round3	V4_41	1	3	3	4	4	3	4.0	4	4	4.0	2	4	1
round3	V5_41	1	4	4	4	3	4	4.0	3	4	4.0	2	3	1
round3	V1_42	1	4	4	4	0	0	0.0	0	4	4.0	2	4	18
round3	V2_42	1	3	3	4	3	4	4.0	3	4	4.0	2	4	18
round3	V3_42	1	4	4	3	3	3	3.0	3	3	4.0	2	3	18
round3	V4_42	1	3	3	3	3	4	2.0	3	4	4.0	2	3	18
round3	V5_42	1	3	3	3	4	2	2.0	3	3	3.0	2	2	18
round3	V1_43	1	4	4	4	0	0	0.0	0	4	4.0	2	4	15
round3	V2_43	1	4	4	4	4	3	4.0	4	4	4.0	2	3	15
round3	V3_43	1	4	4	3	4	3	4.0	4	4	3.0	2	3	15
round3	V4_43	1	4	4	3	4	1	1.0	1	4	3.0	2	3	15
round3	V5_43	1	2	3	3	4	1	1.0	1	4	3.0	3	2	15
round3	V1_44	1	3	3	3	0	0	0.0	0	4	3.0	2	3	13
round3	V2_44	1	4	1	1	3	4	3.0	3	4	4.0	2	3	13
round3	V3_44	1	4	1	1	3	4	3.0	3	4	4.0	2	3	13
round3	V4_44	1	3	1	1	2	4	2.0	2	4	4.0	2	2	13
round3	V5_44	1	3	2	1	2	1	4.0	3	4	4.0	2	3	13
round3	V1_45	1	4	4	4	0	0	0.0	0	4	4.0	2	3	12
round3	V2_45	1	4	4	4	3	3	4.0	4	4	4.0	2	3	12
round3	V3_45	1	4	4	4	4	3	4.0	4	4	4.0	2	4	12
round3	V4_45	1	4	4	4	4	4	4.0	4	4	4.0	3	3	12
round3	V5_45	1	4	4	4	4	4	4.0	4	4	4.0	3	2	12
round3	V1_46	1	4	4	4	0	0	0.0	0	4	4.0	2	4	11
round3	V2_46	1	3	4	4	3	3	3.0	3	3	3.0	2	3	11
round3	V3_46	1	4	4	4	4	3	2.0	2	3	3.0	3	2	11
round3	V4_46	1	4	3	4	4	3	4.0	4	4	4.0	3	2	11
round3	V5_46	1	4	3	3	1	1	1.0	1	4	4.0	3	1	11
round3	V1_47	1	4	3	2	0	0	0.0	0	2	4.0	2	2	10
round3	V2_47	1	4	3	4	4	4	4.0	4	4	4.0	2	4	10
round3	V3_47	1	3	3	3	4	2	2.0	3	3	1.0	2	2	10
round3	V4_47	1	4	4	3	4	3	3.0	4	3	3.0	2	3	10
round3	V5_47	1	2	2	1	3	2	2.0	4	3	4.0	3	2	10
round3	V1_48	1	4	3	3	0	0	0.0	0	4	4.0	2	3	5
round3	V2_48	1	4	3	3	3	3	3.0	3	4	4.0	2	3	5
round3	V3_48	1	4	3	3	3	2	3.0	3	4	4.0	2	3	5
round3	V4_48	1	4	3	3	4	2	2.0	2	4	4.0	3	4	5
round3	V5_48	1	4	3	4	3	4	3.0	3	4	4.0	2	4	5
round3	V1_49	1	3	3	3	0	0	0.0	0	2	3.0	1	2	23
round3	V2_49	1	3	3	3	3	3	3.0	2	3	3.0	2	3	23
round3	V3_49	1	3	3	3	3	4	4.0	1	4	4.0	2	4	23
round3	V4_49	1	2	2	2	3	3	3.0	2	3	4.0	3	1	23
round3	V5_49	1	2	2	2	3	3	3.0	2	3	4.0	3	2	23
round1	V1_50	1	4	4	3	0	0	0.0	0	4	4.0	2	4	4
round1	V2_50	1	4	4	3	4	4	3.0	3	3	3.0	2	4	4
round1	V3_50	1	4	4	3	4	2	4.0	4	3	3.0	2	3	20
round1	V4_50	1	4	4	4	4	4	4.0	4	4	4.0	2	4	20
round1	V5_50	1	4	4	4	4	4	4.0	4	4	4.0	3	4	20
round1	V1_51	1	4	4	4	0	0	0.0	0	4	4.0	2	4	20
round1	V2_51	1	4	4	4	4	3	4.0	4	4	4.0	2	4	20
round1	V3_51	1	4	4	3	4	4	4.0	2	4	4.0	2	4	20
round1	V4_51	1	4	4	4	4	4	4.0	4	4	4.0	2	4	20
round1	V5_51	1	4	4	4	4	4	4.0	4	4	4.0	2	4	20
round1	V1_52	1	4	4	4	0	0	0.0	0	4	3.0	2	4	20
round1	V3_52	1	4	4	4	4	1	0.0	0	4	4.0	2	4	20
round1	V4_52	1	4	4	4	4	1	0.0	0	4	4.0	2	4	20
round1	V5_52	1	4	4	4	4	1	0.0	0	4	4.0	2	4	20
round1	V1_53	1	4	4	4	0	0	0.0	0	4	4.0	2	4	20
round1	V2_53	1	3	4	3	4	4	4.0	3	3	3.0	3	3	4
round1	V4_53	1	4	4	4	4	4	4.0	3	4	4.0	2	4	4
round1	V5_53	1	4	4	3	4	4	4.0	4	4	4.0	2	4	4
round1	V1_54	1	4	4	4	0	0	0.0	0	4	4.0	2	3	4
round1	V2_54	1	4	3	4	3	3	2.0	3	4	3.0	0	3	4
round1	V3_54	1	4	4	2	4	4	3.0	4	4	4.0	0	4	4
round1	V4_54	1	2	3	4	1	4	1.0	4	4	4.0	3	1	4
round1	V5_54	1	2	4	4	1	3	4.0	4	4	4.0	3	1	4
round1	V1_55	1	4	4	4	0	0	0.0	0	4	3.0	2	4	8
round1	V2_55	1	4	4	4	4	4	4.0	4	4	3.0	2	4	8
round1	V3_55	1	4	4	2	4	3	4.0	4	3	2.0	2	3	8
round1	V4_55	1	4	4	4	4	4	4.0	4	4	4.0	2	4	8
round1	V5_55	1	4	4	4	4	4	4.0	4	4	4.0	2	4	8
round1	V1_56	1	3	4	3	0	0	0.0	0	4	4.0	1	3	8
round1	V2_56	1	4	4	2	4	2	4.0	4	3	2.0	1	2	8
round1	V3_56	1	4	4	4	4	2	4.0	4	4	3.0	2	3	8
round1	V4_56	1	4	4	4	4	4	4.0	4	4	4.0	2	4	8
round1	V5_56	1	4	4	4	4	4	4.0	4	4	4.0	2	4	8
round1	V1_57	1	4	4	4	0	0	0.0	0	4	4.0	2	4	8
round1	V2_57	1	4	4	4	4	4	4.0	4	4	3.0	2	4	8
round1	V3_57	1	4	4	4	3	3	4.0	4	3	3.0	2	4	8
round1	V4_57	1	4	4	4	4	4	4.0	4	4	4.0	2	4	8
round1	V5_57	1	4	4	4	4	4	4.0	4	4	4.0	2	4	8
round1	V1_58	1	4	4	4	0	0	0.0	0	4	4.0	2	4	8
round1	V2_58	1	4	4	4	4	4	4.0	4	4	4.0	2	4	8
round1	V3_58	1	4	4	4	4	4	4.0	4	4	4.0	2	4	8
round1	V4_58	1	4	4	4	4	4	4.0	4	4	4.0	2	4	8
round1	V5_58	1	4	4	4	4	4	4.0	4	4	4.0	2	4	8
round1	V1_59	1	4	4	4	0	0	0.0	0	4	4.0	2	4	8
round1	V2_59	1	4	4	3	4	1	4.0	1	3	3.0	2	3	20
round1	V3_59	1	4	4	3	4	4	4.0	4	4	4.0	2	4	20
round1	V4_59	1	4	4	4	4	4	3.0	4	4	4.0	2	4	20
round1	V5_59	1	4	4	4	4	4	4.0	4	4	4.0	2	4	20
round2	V1_50	1	4	4	4	0	0	0.0	0	4	4.0	1	3	11
round2	V2_50	1	4	4	4	3	2	4.0	3	3	3.0	2	3	11
round2	V3_50	1	4	4	4	4	2	4.0	4	4	4.0	3	3	11
round2	V4_50	1	4	4	4	4	4	3.0	3	3	3.0	3	3	11
round2	V5_50	1	4	3	3	4	2	4.0	4	4	4.0	3	3	11
round2	V1_51	1	4	3	3	0	0	0.0	0	4	4.0	2	3	12
round2	V2_51	1	4	4	4	3	3	3.0	4	4	4.0	2	4	12
round2	V3_51	1	4	4	4	3	3	3.0	4	4	4.0	2	3	12
round2	V4_51	1	4	4	4	2	4	3.0	4	4	4.0	3	3	12
round2	V5_51	1	4	4	4	4	4	4.0	4	4	4.0	3	3	12
round2	V1_52	1	4	2	2	0	0	0.0	0	4	4.0	2	4	13
round2	V2_52	2	0	0	0	0	0	0.0	0	0	0.0	0	0	13
round2	V3_52	1	4	2	2	3	0	0.0	0	4	4.0	2	3	13
round2	V4_52	1	4	2	2	3	0	0.0	0	4	4.0	2	3	13
round2	V5_52	1	4	1	1	1	0	0.0	0	4	4.0	2	3	13
round2	V1_53	1	4	4	4	0	0	0.0	0	4	4.0	0	4	18
round2	V2_53	1	4	4	4	3	3	3.0	3	4	4.0	0	4	18
round2	V3_53	2	0	0	0	0	0	0.0	0	0	0.0	0	0	18
round2	V4_53	1	3	4	4	3	3	3.0	3	4	3.0	0	3	18
round2	V5_53	1	4	3	3	4	4	4.0	4	4	3.0	0	3	18
round2	V1_54	1	4	4	4	0	0	0.0	0	3	4.0	2	4	19
round2	V2_54	1	4	4	4	4	4	4.0	4	4	3.0	2	3	19
round2	V3_54	1	4	4	4	3	4	4.0	4	3	3.0	2	3	19
round2	V4_54	1	3	3	4	4	4	4.0	4	4	4.0	2	3	21
round2	V5_54	1	4	3	3	1	4	4.0	4	4	4.0	2	3	21
round2	V1_55	1	3	3	3	0	0	0.0	0	4	3.0	2	4	23
round2	V2_55	1	3	3	4	4	3	3.0	4	4	3.0	2	3	23
round2	V3_55	1	3	3	3	3	3	3.0	3	4	3.0	2	3	23
round2	V4_55	1	3	3	3	3	3	3.0	3	4	3.0	2	4	23
round2	V5_55	1	4	4	4	4	4	4.0	4	4	4.0	2	4	23
round2	V1_56	1	4	4	4	0	0	0.0	0	4	4.0	2	4	2
round2	V2_56	1	3	3	3	2	2	4.0	3	2	3.0	3	2	2
round2	V3_56	1	4	4	4	4	4	4.0	4	4	4.0	2	4	2
round2	V4_56	1	2	1	2	1	2	2.0	1	1	1.0	3	1	2
round2	V5_56	1	2	1	2	1	2	2.0	1	1	1.0	2	1	2
round2	V1_57	1	4	3	3	0	0	0.0	0	4	4.0	2	3	0
round2	V2_57	1	3	3	3	3	3	3.0	2	3	3.0	2	3	0
round2	V3_57	1	3	3	3	3	3	3.0	3	2	3.0	2	3	0
round2	V4_57	1	4	3	4	4	3	3.0	3	3	4.0	2	3	0
round2	V5_57	1	4	3	3	4	4	4.0	3	4	4.0	2	3	0
round2	V1_58	1	4	3	3	0	0	0.0	0	4	4.0	2	3	3
round2	V2_58	1	4	3	2	4	4	3.0	3	4	4.0	1	2	3
round2	V3_58	1	3	3	3	4	4	3.0	3	3	3.0	1	3	3
round2	V4_58	1	2	2	1	2	4	3.0	3	4	4.0	3	1	3
round2	V5_58	1	2	2	1	2	4	3.0	3	4	4.0	3	1	3
round2	V1_59	1	4	4	3	0	0	0.0	0	4	4.0	2	4	7
round2	V2_59	1	3	3	3	4	4	3.0	4	2	2.0	1	3	7
round2	V3_59	1	3	2	2	3	2	2.0	2	2	3.0	2	2	7
round2	V4_59	1	4	3	4	3	3	3.0	2	4	4.0	3	3	7
round2	V5_59	1	4	3	4	3	3	3.0	2	4	4.0	3	3	7
round3	V1_50	1	3	2	2	0	0	0.0	0	2	2.0	3	2	16
round3	V2_50	1	4	3	3	4	4	4.0	3	3	4.0	0	4	16
round3	V3_50	1	2	2	2	3	3	3.0	3	3	3.0	3	3	16
round3	V4_50	1	2	2	2	3	3	3.0	3	3	3.0	1	1	16
round3	V5_50	1	3	3	3	2	3	3.0	3	3	3.0	3	3	16
round3	V1_51	1	4	4	4	0	0	0.0	0	3	3.0	2	3	17
round3	V2_51	1	4	3	3	4	3	3.0	3	2	2.0	3	2	17
round3	V3_51	1	3	4	4	4	3	3.0	3	2	3.0	3	3	17
round3	V4_51	1	4	3	4	4	4	3.0	3	2	3.0	3	3	17
round3	V5_51	1	2	3	3	3	2	2.0	3	2	3.0	2	3	17
round3	V1_52	1	3	3	3	0	0	0.0	0	4	2.0	2	3	0
round3	V2_52	2	0	0	0	0	0	0.0	0	0	0.0	0	0	0
round3	V3_52	1	4	3	3	1	1	1.0	1	3	4.0	2	3	0
round3	V4_52	1	3	3	3	1	1	1.0	1	2	2.0	3	3	0
round3	V5_52	1	3	3	3	1	1	1.0	1	3	4.0	2	2	0
round3	V1_53	1	4	4	3	0	0	0.0	0	4	4.0	2	4	2
round3	V2_53	1	2	2	3	3	4	4.0	2	3	2.0	1	2	2
round3	V3_53	1	4	4	4	4	4	4.0	4	4	4.0	2	3	2
round3	V4_53	1	4	3	3	2	4	3.0	4	3	4.0	3	2	2
round3	V5_53	1	4	3	3	3	4	3.0	3	3	3.0	2	2	2
round3	V1_54	1	4	3	4	0	0	0.0	0	4	4.0	2	3	6
round3	V2_54	1	4	4	4	4	4	4.0	4	4	4.0	2	4	6
round3	V3_54	1	4	3	2	3	3	4.0	3	4	4.0	2	3	6
round3	V4_54	1	4	2	3	2	1	2.0	2	4	4.0	3	1	6
round3	V5_54	1	4	3	3	3	4	4.0	4	4	4.0	3	2	6
round3	V1_55	1	4	3	4	0	0	0.0	0	3	3.0	2	4	7
round3	V2_55	1	2	4	3	3	3	3.0	3	3	2.0	2	2	7
round3	V3_55	1	3	3	3	2	3	2.0	2	3	2.0	2	3	7
round3	V4_55	1	4	4	3	2	2	2.0	1	4	4.0	3	2	7
round3	V5_55	1	4	4	4	4	4	4.0	4	4	4.0	3	4	7
round3	V1_56	1	3	4	2	0	0	0.0	0	4	2.0	1	2	15
round3	V2_56	1	3	4	2	4	3	4.0	4	2	3.0	1	2	15
round3	V3_56	1	4	4	3	4	3	4.0	4	3	4.0	2	3	15
round3	V4_56	1	4	2	1	4	4	4.0	4	4	1.0	3	1	15
round3	V5_56	1	4	4	2	4	4	4.0	4	4	4.0	3	2	15
round3	V1_57	1	4	3	2	0	0	0.0	0	4	4.0	1	2	3
round3	V2_57	1	4	3	3	4	4	4.0	3	4	4.0	2	3	3
round3	V3_57	1	4	3	3	3	3	4.0	3	4	3.0	2	3	3
round3	V4_57	1	4	3	2	4	4	4.0	3	4	4.0	3	2	3
round3	V5_57	1	4	3	3	4	4	4.0	4	4	4.0	1	2	3
round3	V1_58	1	4	3	3	0	0	0.0	0	4	4.0	2	4	5
round3	V2_58	1	4	3	3	4	4	4.0	4	4	4.0	2	4	5
round3	V3_58	1	4	3	3	4	3	3.0	3	2	4.0	2	4	5
round3	V4_58	1	4	3	3	4	4	2.0	3	4	4.0	3	3	5
round3	V5_58	1	4	3	3	4	4	3.0	3	4	4.0	3	3	5
round3	V1_59	1	4	3	2	0	0	0.0	0	2	3.0	2	2	10
round3	V2_59	1	4	3	3	4	1	1.0	3	3	3.0	2	3	10
round3	V3_59	1	4	4	4	4	4	3.0	3	4	4.0	2	4	10
round3	V4_59	1	4	3	2	4	2	3.0	3	2	3.0	3	3	10
round3	V5_59	1	4	3	2	3	2	2.0	2	2	3.0	3	2	10
